name,address,lon,lat,raw_keyword,raw_type,source,poi_id,category,classification_reason,is_urban_production,is_traditional_factory,is_industrial_space,distance_to_people_square_km,center_zone,is_inner_center,distance_to_central_core_km,distance_to_xujiahui_km,distance_to_wujiaochang_km,distance_to_zhangjiang_km,distance_to_hongqiao_km,distance_to_qiantan_km,nearest_center,nearest_center_label_zh,distance_to_nearest_center_km,nearest_center_zone,polycentric_centrality_score
上海林众电子科技有限公司,香闵路1188弄1-4号,121.294307,31.006922,工厂,公司企业;公司企业;公司企业,amap,P00092,traditional_factory,命中传统制造关键词「工厂」,0,1,0,30.1518,outer,0,31.47,24.3256,39.1191,35.4547,21.0505,23.493,hongqiao,虹桥,21.0505,far_from_centers,0.0767
上海哈尔滨食品厂(新世界城店),南京西路2号新世界城B1层,121.474125,31.234801,工厂,餐饮服务;餐饮相关场所;餐饮相关,amap,P00093,food_city_production,命中食品生产关键词「食品厂」,0,0,0,0.491,inner_center,1,1.3123,6.2535,8.5969,11.3415,15.2682,9.163,central_core,人民广场-外滩-陆家嘴核心区,1.3123,near_center,1.8415
顺络(上海)电子有限公司,书海路618号,121.323846,31.031956,工厂,公司企业;公司;公司,amap,P00094,traditional_factory,命中传统制造关键词「工厂」,0,1,0,26.2745,outer,0,27.5737,20.4607,35.2722,31.5252,18.1214,19.5351,hongqiao,虹桥,18.1214,far_from_centers,0.1385
中航无线电电子技术有限公司,吴泾镇紫月路432号,121.459849,31.020621,工厂,公司企业;公司;机械电子,amap,P00095,traditional_factory,命中传统制造关键词「工厂」,0,1,0,23.3636,outer,0,24.1406,18.7959,31.9287,23.6851,23.4851,14.7082,qiantan,前滩,14.7082,far_from_centers,0.1918
新泉(上海)汽车零部件有限公司-一期工厂,平岚路258号,121.764489,30.870471,工厂,公司企业;公司;公司,amap,P00097,traditional_factory,命中传统制造关键词「工厂」,0,1,0,48.6738,outer,0,48.4802,47.1747,53.7453,40.6757,55.5964,41.8736,zhangjiang,张江,40.6757,far_from_centers,0.003
上海季丰电子股份有限公司(总部),友东路288号,121.354917,31.124792,工厂,公司企业;公司;机械电子,amap,P00098,traditional_factory,命中传统制造关键词「工厂」,0,1,0,16.2972,middle,0,17.7149,10.5306,25.0506,23.8024,8.4556,11.6685,hongqiao,虹桥,8.4556,far_from_centers,0.6467
上海海拉电子有限公司,创业路358号,121.688953,31.212758,工厂,公司企业;公司;机械电子,amap,P00099,traditional_factory,命中传统制造关键词「工厂」,0,1,0,20.5623,outer,0,19.307,24.1339,19.4179,9.6951,35.0992,21.594,zhangjiang,张江,9.6951,far_from_centers,0.3262
思特威(上海)电子科技股份有限公司,田林路889号科技绿洲四期8号楼,121.391708,31.164074,工厂,公司企业;公司;机械电子,amap,P00100,traditional_factory,命中传统制造关键词「工厂」,0,1,0,10.7337,middle,0,12.1741,5.0774,19.4547,19.1411,7.5921,7.8622,xujiahui,徐家汇,5.0774,center_influence,1.1926
萨震压缩机,金流路188号,121.338365,30.801108,工厂,公司企业;公司;公司|公司企业;工厂;工厂,amap,P00101,traditional_factory,命中传统制造关键词「工厂」,0,1,0,49.4467,outer,0,50.4536,44.0861,58.3769,50.6489,43.8208,41.1227,qiantan,前滩,41.1227,far_from_centers,0.0029
上海海立电器有限公司,金桥镇宁桥路888号,121.621271,31.251844,工厂,公司企业;工厂;工厂|公司企业;公司;公司,amap,P00102,traditional_factory,命中传统制造关键词「工厂」,0,1,0,14.2309,middle,0,12.8045,18.903,11.6653,6.2663,29.2925,17.9054,zhangjiang,张江,6.2663,center_influence,0.7143
上海丸旭电子科技有限公司(168智能制造基地),安亭镇园耀路168号,121.19887,31.324153,工厂,公司企业;公司;公司,amap,P00103,traditional_factory,命中传统制造关键词「制造」,0,1,0,28.122,outer,0,29.1397,27.1852,30.0874,39.3121,18.4452,32.3262,hongqiao,虹桥,18.4452,far_from_centers,0.0774
宜侬,金汇镇光泰路889号,121.606477,30.979681,工厂,公司企业;公司;公司|公司企业;工厂;工厂,amap,P00104,traditional_factory,命中传统制造关键词「工厂」,0,1,0,30.6109,outer,0,30.7006,28.2884,37.0946,24.9413,36.2533,23.0216,qiantan,前滩,23.0216,far_from_centers,0.0566
上海泰好电子科技有限公司,祝桥镇金亮路83号2号楼,121.782028,31.105333,工厂,公司企业;公司;机械电子,amap,P00105,traditional_factory,命中传统制造关键词「工厂」,0,1,0,32.4651,outer,0,31.5599,34.1306,33.674,21.4758,45.0351,29.8577,zhangjiang,张江,21.4758,far_from_centers,0.0476
上海爱谱华顿电子科技(集团)有限公司,航头镇沪南路4888号,121.586349,31.063333,工厂,公司企业;公司;机械电子,amap,P00106,traditional_factory,命中传统制造关键词「工厂」,0,1,0,21.4483,outer,0,21.4077,19.9085,27.6046,15.5752,29.2291,14.6331,qiantan,前滩,14.6331,far_from_centers,0.244
上海新康电子有限公司(永靖路),永靖路1258号,121.259265,31.412497,工厂,公司企业;公司;机械电子,amap,P00107,traditional_factory,命中传统制造关键词「工厂」,0,1,0,28.721,outer,0,29.2344,30.0815,27.094,38.9049,24.8853,35.352,hongqiao,虹桥,24.8853,far_from_centers,0.0453
上海金榕车饰实业发展有限公司(宝安分厂),顾村镇宝安公路2395弄50号,121.334948,31.348119,工厂,公司企业;工厂;工厂,amap,P00108,traditional_factory,命中传统制造关键词「工厂」,0,1,0,18.5789,outer,0,19.1119,20.2171,17.7677,28.9047,17.0924,25.4235,hongqiao,虹桥,17.0924,far_from_centers,0.208
上海海立电器有限公司,金苏路77号,121.632427,31.259374,工厂,公司企业;公司企业;公司企业,amap,P00109,traditional_factory,命中传统制造关键词「工厂」,0,1,0,15.4298,middle,0,13.9842,20.2024,12.2342,7.5435,30.5137,19.2566,zhangjiang,张江,7.5435,center_influence,0.5929
上海华力集成电路制造有限公司,航头镇古博路100号,121.617772,31.077723,工厂,公司企业;公司企业;公司企业,amap,P00110,traditional_factory,命中传统制造关键词「制造」,0,1,0,21.8213,outer,0,21.5469,21.176,26.9933,14.2666,31.1492,16.0739,zhangjiang,张江,14.2666,far_from_centers,0.235
天马微电子有限公司,汇庆路889号,121.711429,31.239213,工厂,公司企业;公司;机械电子,amap,P00111,traditional_factory,命中传统制造关键词「工厂」,0,1,0,22.6239,outer,0,21.2637,26.7186,20.033,12.4302,37.5006,24.63,zhangjiang,张江,12.4302,far_from_centers,0.2204
上海实业交通电器有限公司电器制造厂,华新镇纪鹤公路2438号,121.224771,31.247279,工厂,公司企业;工厂;工厂,amap,P00112,traditional_factory,命中传统制造关键词「制造厂」,0,1,0,23.7408,outer,0,25.0355,21.1956,28.2639,34.8435,10.8068,25.877,hongqiao,虹桥,10.8068,far_from_centers,0.2352
沪东船厂,长兴镇,121.772977,31.317813,工厂,公司企业;公司;公司,amap,P00113,traditional_factory,命中传统制造关键词「工厂」,0,1,0,30.0576,outer,0,28.5737,35.0425,24.5852,21.7331,45.1297,33.9214,zhangjiang,张江,21.7331,far_from_centers,0.0588
金桥凯迪拉克新工厂,金穗路567号,121.635514,31.284525,工厂,汽车销售;汽车销售;汽车销售,amap,P00114,traditional_factory,命中传统制造关键词「工厂」,0,1,0,16.5167,middle,0,15.0256,21.7013,11.6799,10.1055,31.5637,21.3093,zhangjiang,张江,10.1055,far_from_centers,0.4708
希革斯电子上海有限公司,马陆镇兴平路415号,121.29098,31.370232,工厂,公司企业;公司;机械电子,amap,P00115,traditional_factory,命中传统制造关键词「工厂」,0,1,0,23.3055,outer,0,23.8983,24.5028,22.4914,33.7432,19.6968,29.7772,hongqiao,虹桥,19.6968,far_from_centers,0.1071
上海汉钟精机股份有限公司,建贡路108号,121.080331,30.863956,工厂,公司企业;工厂;工厂,amap,P00116,traditional_factory,命中传统制造关键词「工厂」,0,1,0,55.3591,outer,0,56.7611,49.5586,64.0634,61.3239,43.3344,49.3014,hongqiao,虹桥,43.3344,far_from_centers,0.0014
上海中航光电子有限公司,莘庄工业区华宁路3388号,121.371842,31.056063,工厂,公司企业;公司;机械电子,amap,P00117,traditional_factory,命中传统制造关键词「工厂」,0,1,0,21.674,outer,0,22.8885,15.9718,30.7271,26.2708,16.1931,14.4179,qiantan,前滩,14.4179,far_from_centers,0.2681
上海家化联合股份有限公司,北盈路2058号,121.08178,31.182148,工厂,公司企业;工厂;工厂|公司企业;公司;公司,amap,P00118,traditional_factory,命中传统制造关键词「工厂」,0,1,0,37.6581,outer,0,39.0821,33.7794,43.3267,48.1713,22.7522,37.3883,hongqiao,虹桥,22.7522,far_from_centers,0.0306
东电电子(上海)有限公司,高斯路555号,121.608618,31.207924,工厂,公司企业;公司;机械电子,amap,P00119,traditional_factory,命中传统制造关键词「工厂」,0,1,0,13.0709,middle,0,11.9169,16.4844,13.9138,2.0613,27.4414,14.2857,zhangjiang,张江,2.0613,near_center,1.1117
上海盛通时代包装科技有限公司,金水路268号,121.324788,30.801278,工厂,公司企业;公司;公司,amap,P00120,traditional_factory,命中传统制造关键词「包装」,0,1,0,49.7817,outer,0,50.8159,44.3612,58.7441,51.2521,43.7707,41.5277,qiantan,前滩,41.5277,far_from_centers,0.0027
双立人工厂,浦江工业区昌林路679号(沈杜公路地铁站出口步行380米),121.513067,31.063407,工厂,公司企业;公司;公司,amap,P00121,traditional_factory,命中传统制造关键词「工厂」,0,1,0,18.943,outer,0,19.3857,15.6902,26.7421,17.1068,23.4466,10.5985,qiantan,前滩,10.5985,far_from_centers,0.3731
库博标准(上海青浦工厂),外青松公路4600号(近天辰路),121.119423,31.201735,工厂,公司企业;公司;公司,amap,P00122,traditional_factory,命中传统制造关键词「工厂」,0,1,0,33.8408,outer,0,35.2415,30.2239,39.2544,44.5285,19.1403,34.1008,hongqiao,虹桥,19.1403,far_from_centers,0.0559
上海人民电器厂(共和新路),大宁路街道共和新路3015号北门,121.451538,31.290829,工厂,公司企业;工厂;工厂,amap,P00123,traditional_factory,命中传统制造关键词「工厂」,0,1,0,7.0419,inner_center,1,6.9648,11.4644,6.1748,16.1808,16.4005,15.5298,wujiaochang,五角场,6.1748,center_influence,1.0261
天马微电子股份有限公司,汇庆路888号,121.710953,31.23814,工厂,公司企业;公司;机械电子,amap,P00124,traditional_factory,命中传统制造关键词「工厂」,0,1,0,22.5739,outer,0,21.2171,26.6495,20.0341,12.3495,37.4404,24.5419,zhangjiang,张江,12.3495,far_from_centers,0.2227
上海鹰峰电子科技有限公司,石湖荡镇唐明路258号,121.192472,30.97346,工厂,公司企业;公司;机械电子,amap,P00125,traditional_factory,命中传统制造关键词「工厂」,0,1,0,39.1563,outer,0,40.5639,33.3638,47.8599,45.491,27.4761,33.33,hongqiao,虹桥,27.4761,far_from_centers,0.02
上海扬盛印务有限公司,文松路555号,121.153932,31.0266,工厂,公司企业;公司;公司,amap,P00126,traditional_factory,命中传统制造关键词「工厂」,0,1,0,37.9466,outer,0,39.4216,32.3935,46.1414,45.726,24.5292,33.4655,hongqiao,虹桥,24.5292,far_from_centers,0.0274
上海合璧电子元件有限公司,安晓路318号,121.235567,31.316099,工厂,公司企业;公司;机械电子,amap,P00127,traditional_factory,命中传统制造关键词「工厂」,0,1,0,24.5562,outer,0,25.5568,23.8167,26.5527,35.7311,15.71,29.0138,hongqiao,虹桥,15.71,far_from_centers,0.1284
上海机车检修段,陇南路1588号,121.305586,31.279458,工厂,公司企业;公司;公司,amap,P00128,traditional_factory,命中传统制造关键词「工厂」,0,1,0,16.8858,middle,0,17.9697,16.0603,20.055,28.1135,9.5088,21.2996,hongqiao,虹桥,9.5088,far_from_centers,0.3971
上海电气电力电子有限公司(富桥路),富桥路66号,121.406473,31.375614,工厂,公司企业;公司;机械电子,amap,P00129,traditional_factory,命中传统制造关键词「工厂」,0,1,0,17.3644,middle,0,17.3011,21.0048,13.0091,25.7472,21.6918,25.6178,wujiaochang,五角场,13.0091,far_from_centers,0.2551
上海莫仕连接器有限公司,外高桥保税区英伦路889号莫士电子厂,121.620826,31.310705,工厂,公司企业;公司;公司,amap,P00130,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,16.591,middle,0,15.103,22.1515,10.1108,12.3427,31.3184,22.5139,wujiaochang,五角场,10.1108,far_from_centers,0.4477
光明乳业股份有限公司华东中心工厂,马桥镇紫东路489号,121.34784,31.010921,工厂,公司企业;工厂;工厂,amap,P00131,traditional_factory,命中传统制造关键词「工厂」,0,1,0,27.1872,outer,0,28.392,21.4859,36.241,31.2909,20.6225,19.7486,qiantan,前滩,19.7486,far_from_centers,0.1138
威图电子机械技术上海有限公司,民益路1658号,121.284843,31.042938,工厂,公司企业;公司;机械电子,amap,P00132,traditional_factory,命中传统制造关键词「工厂」,0,1,0,27.5244,outer,0,28.9115,21.7081,36.3352,33.8955,17.235,21.6747,hongqiao,虹桥,17.235,far_from_centers,0.1243
益海嘉里上海企业群高东工厂,高东路118号,121.622158,31.342545,工厂,公司企业;公司;公司,amap,P00133,traditional_factory,命中传统制造关键词「工厂」,0,1,0,18.8286,outer,0,17.3868,24.572,11.0749,15.817,33.0383,25.4471,wujiaochang,五角场,11.0749,far_from_centers,0.3198
上海东区污水处理厂,定海路街道河间路1283号东区,121.548654,31.276719,工厂,公司企业;工厂;工厂,amap,P00134,traditional_factory,命中传统制造关键词「工厂」,0,1,0,8.7916,middle,0,7.3185,14.4683,4.4209,8.9541,23.5227,15.575,wujiaochang,五角场,4.4209,center_influence,1.1829
罗森伯格(上海)通信技术有限公司,青浦工业区新科路303号,121.127205,31.178215,工厂,公司企业;公司;机械电子,amap,P00135,traditional_factory,命中传统制造关键词「工厂」,0,1,0,33.4614,outer,0,34.8993,29.4737,39.4013,43.8829,18.4807,33.0453,hongqiao,虹桥,18.4807,far_from_centers,0.0624
松下电子材料(上海)有限公司,南桥环城北路148号,121.456428,30.959763,工厂,公司企业;公司;公司,amap,P00136,traditional_factory,命中传统制造关键词「工厂」,0,1,0,30.1384,outer,0,30.9054,25.503,38.6662,29.8325,29.1752,21.4798,qiantan,前滩,21.4798,far_from_centers,0.0642
上海奥威日化有限公司,金山大道6388号,121.274255,30.721605,工厂,公司企业;公司;冶金化工|公司企业;工厂;工厂,amap,P00137,traditional_factory,命中传统制造关键词「化工」,0,1,0,59.6853,outer,0,60.755,54.1808,68.6834,61.3412,52.8125,51.5234,qiantan,前滩,51.5234,far_from_centers,0.0005
海德堡印刷设备(上海)有限公司,崧泽大道9928号,121.107947,31.175918,工厂,公司企业;公司;公司,amap,P00138,traditional_factory,命中传统制造关键词「印刷」,0,1,0,35.31,outer,0,36.747,31.3151,41.2062,45.7281,20.3294,34.8514,hongqiao,虹桥,20.3294,far_from_centers,0.0459
上海烟草集团有限责任公司上海卷烟厂,长阳路787(江浦公园地铁站4号口步行280米),121.519861,31.26468,工厂,公司企业;工厂;工厂|公司企业;公司;公司,amap,P00139,traditional_factory,命中传统制造关键词「工厂」,0,1,0,5.8126,inner_center,1,4.3792,11.5815,4.3886,9.3761,20.4823,13.2502,central_core,人民广场-外滩-陆家嘴核心区,4.3792,center_influence,1.4607
上海英汇科技发展有限公司-第六工厂,安亭镇泰海路99号,121.248431,31.312971,工厂,公司企业;公司;公司|公司企业;工厂;工厂,amap,P00140,traditional_factory,命中传统制造关键词「工厂」,0,1,0,23.2953,outer,0,24.2901,22.632,25.3165,34.4647,14.8088,27.8479,hongqiao,虹桥,14.8088,far_from_centers,0.1528
上海汽车集团股份有限公司乘用车公司临港工厂,两港大道2999号,121.829739,30.886143,工厂,公司企业;知名企业;知名企业,amap,P00141,traditional_factory,命中传统制造关键词「工厂」,0,1,0,51.142,outer,0,50.7707,50.318,55.2962,42.1501,59.435,45.0655,zhangjiang,张江,42.1501,far_from_centers,0.002
上海航天电子有限公司,叶城路1518号,121.23447,31.35967,工厂,公司企业;公司;机械电子,amap,P00142,traditional_factory,命中传统制造关键词「工厂」,0,1,0,26.8944,outer,0,27.699,27.0558,27.329,37.7899,20.063,32.3441,hongqiao,虹桥,20.063,far_from_centers,0.0731
上海纳铁福传动系统有限公司(康桥路),康桥路950号,121.561309,31.145446,工厂,公司企业;工厂;工厂,amap,P00143,traditional_factory,命中传统制造关键词「工厂」,0,1,0,12.5971,middle,0,12.2954,12.7772,18.1682,6.9126,23.5618,8.4203,zhangjiang,张江,6.9126,center_influence,0.8776
上海紫丹食品包装印刷有限公司,北松公路888号,121.389356,31.034521,工厂,公司企业;公司;公司,amap,P00144,traditional_factory,命中传统制造关键词「印刷」,0,1,0,23.2131,outer,0,24.3249,17.7074,32.2403,26.6227,18.9999,15.3475,qiantan,前滩,15.3475,far_from_centers,0.2057
上海芯哲微电子科技股份有限公司,奉浦社区环城东路323号,121.458642,30.949283,工厂,公司企业;公司;机械电子,amap,P00145,traditional_factory,命中传统制造关键词「工厂」,0,1,0,31.2917,outer,0,32.0465,26.681,39.7911,30.8102,30.3152,22.6281,qiantan,前滩,22.6281,far_from_centers,0.0531
台积电(中国)有限公司(十厂),松江科技园区文翔路4000号,121.160057,31.039039,工厂,公司企业;公司;公司,amap,P00146,industrial_space,命中产业/园区关键词「科技园」,0,0,1,36.6593,outer,0,38.1392,31.1495,44.7865,44.6136,23.1007,32.3715,hongqiao,虹桥,23.1007,far_from_centers,0.0343
哈尔滨食品厂(淮海店),淮海中路466号(近重庆南路),121.470285,31.221606,工厂,餐饮服务;糕饼店;糕饼店,amap,P00147,food_city_production,命中食品生产关键词「食品厂」,0,0,0,1.0304,inner_center,1,2.3409,4.8676,10.0776,11.3388,14.5514,7.7004,central_core,人民广场-外滩-陆家嘴核心区,2.3409,near_center,1.8244
上汽大众汽车有限公司三厂,曹安公路5288号,121.182514,31.291015,工厂,公司企业;知名企业;知名企业,amap,P00148,traditional_factory,命中传统制造关键词「工厂」,0,1,0,28.4864,outer,0,29.6456,26.7282,31.5949,39.7226,16.9207,31.6484,hongqiao,虹桥,16.9207,far_from_centers,0.09
上海阿可电子机械制造有限公司,泰丰路55号,121.202952,31.307445,工厂,公司企业;公司;机械电子,amap,P00149,traditional_factory,命中传统制造关键词「制造」,0,1,0,27.1213,outer,0,28.201,25.8675,29.6205,38.35,16.7772,30.9435,hongqiao,虹桥,16.7772,far_from_centers,0.0982
上汽大众汽车有限公司二厂,安亭镇昌吉路82号,121.179786,31.298028,工厂,公司企业;知名企业;知名企业,amap,P00150,traditional_factory,命中传统制造关键词「工厂」,0,1,0,28.9303,outer,0,30.0664,27.3011,31.8271,40.1699,17.6195,32.2586,hongqiao,虹桥,17.6195,far_from_centers,0.0811
上海耀皮工程玻璃有限公司(康柳路),康桥镇康柳路75号,121.555769,31.135488,工厂,公司企业;公司;公司,amap,P00151,traditional_factory,命中传统制造关键词「工厂」,0,1,0,13.1276,middle,0,12.9504,12.7628,19.1295,8.1361,23.3397,8.0799,qiantan,前滩,8.0799,far_from_centers,0.8142
上海吉田拉链有限公司闵行工厂,江川路街道青山路绿春路468号,121.373929,31.010957,工厂,公司企业;公司;公司,amap,P00152,traditional_factory,命中传统制造关键词「工厂」,0,1,0,26.1841,outer,0,27.3112,20.6295,35.2205,29.525,21.0766,18.3503,qiantan,前滩,18.3503,far_from_centers,0.1296
上海民族乐器一厂有限公司,联明路400号,121.345308,31.144685,工厂,公司企业;公司;公司|公司企业;工厂;工厂,amap,P00153,traditional_factory,命中传统制造关键词「工厂」,0,1,0,15.4921,middle,0,16.9622,9.9757,23.9347,23.958,6.062,12.2009,hongqiao,虹桥,6.062,center_influence,0.7808
上海工艺美术厂,钦州路528号(漕宝路地铁站8号口步行410米),121.430129,31.170545,工厂,公司企业;工厂;工厂,amap,P00154,traditional_factory,命中传统制造关键词「工厂」,0,1,0,7.8403,inner_center,1,9.1492,2.0949,16.8681,15.4186,10.7749,4.568,xujiahui,徐家汇,2.0949,near_center,1.6926
上海安费诺永亿通讯电子有限公司,申南路689号,121.381197,31.07258,工厂,公司企业;公司;机械电子,amap,P00155,traditional_factory,命中传统制造关键词「工厂」,0,1,0,19.6328,outer,0,20.8501,13.9339,28.6858,24.4438,14.7774,12.4696,qiantan,前滩,12.4696,far_from_centers,0.3647
上海英济电子塑胶有限公司(新业路),新园路30号,121.124308,31.169744,工厂,公司企业;公司;机械电子,amap,P00156,traditional_factory,命中传统制造关键词「工厂」,0,1,0,33.909,outer,0,35.357,29.8014,40.0022,44.2296,18.8722,33.2535,hongqiao,虹桥,18.8722,far_from_centers,0.0586
